80,943
443,683
8000,681
8080,484
8091,234
11211,231
8092,228
11207,228
11210,228
18091,228
18092,228
8093,224
22,208
8094,207
18093,207
18094,146
3000,145
24224,134
5140,134
9000,118
4984,92
8888,87
8095,69
8096,69
18095,68
18096,68
8883,51
5001,50
3306,48
53,47
43554,41
9200,40
8081,39
9300,38
8443,38
8332,38
8333,38
18332,37
18333,37
18444,37
5000,35
5432,34
5984,31
6379,29
15672,25
9001,25
8090,24
32400,24
25,23
27015,22
15671,22
11345,22
7681,22
50000,21
1080,20
1099,20
4369,19
1025,19
30303,19
8500,19
9090,18
514,18
6800,18
8880,18
8843,18
8181,18
7474,17
5353,17
6600,17
4985,16
8123,16
22000,16
9443,16
4000,15
4444,15
32469,15
49707,15
433,15
8384,15
81,14
1900,14
18443,14
9324,13
636,13
6881,13
6680,13
4848,13
5901,12
9325,12
9100,12
6789,12
50070,12
8301,12
8302,12
5601,11
5672,11
27017,11
8025,11
1433,11
2181,11
2222,11
8088,11
9091,11
51413,11
1666,11
19888,11
50010,11
50020,11
50075,11
50090,11
9080,11
1883,10
58946,10
5671,9
25672,9
9110,9
8545,9
9009,9
7687,9
548,9
49160,9
49161,9
1935,9
2122,9
8030,9
8031,9
8032,9
8033,9
8040,9
8042,9
9777,9
55555,8
1337,8
3478,8
15984,8
25984,8
35984,8
5645,8
7654,8
655,8
137,8
34448,8
8600,8
6081,8
4222,7
2015,7
808,7
8989,7
5555,7
1358,7
7473,7
8085,7
3005,7
8324,7
32410,7
32412,7
32413,7
32414,7
61616,7
8161,7
9990,7
8222,6
7000,6
6001,6
9150,6
15986,6
25986,6
35986,6
8083,6
3128,6
3130,6
4447,6
7070,6
138,6
139,6
445,6
9050,6
1024,6
30301,6
8300,6
8400,6
7077,6
2019,6
8009,6
30104,6
5050,5
1688,5
9601,5
8200,5
8118,5
2379,5
2380,5
21,5
4505,5
4506,5
1723,5
8444,5
389,5
9222,5
6066,5
55200,5
45700,5
45688,5
64000,5
30003,5
30005,5
8112,5
58846,5
27020,4
2003,4
15691,4
15692,4
2049,4
10389,4
10636,4
10000,4
2375,4
4443,4
9051,4
2812,4
8388,4
9040,4
8060,4
5701,4
38333,4
38332,4
9093,4
25565,4
30001,4
30002,4
30004,4
7001,3
8069,3
8071,3
8072,3
9390,3
1,3
3002,3
5554,3
9306,3
9308,3
9312,3
9229,3
3012,3
3333,3
9292,3
2223,3
5556,3
69,3
8001,3
1812,3
5080,3
4040,3
9030,3
1049,3
8555,3
6080,3
9011,3
10020,3
2888,3
3888,3
3389,3
943,3
1194,3
5201,3
9515,3
8100,3
9998,3
4551,3
7396,3
36396,3
8125,2
8126,2
3307,2
6222,2
7199,2
9042,2
9160,2
2080,2
11300,2
9391,2
9987,2
10011,2
30033,2
162,2
5900,2
9092,2
19999,2
61208,2
61209,2
3218,2
64738,2
67,2
843,2
5443,2
554,2
500,2
4500,2
4567,2
110,2
10001,2
21025,2
2368,2
1180,2
11443,2
6781,2
33060,2
33061,2
54663,2
1527,2
4900,2
4993,2
9003,2
13100,2
13101,2
13102,2
9999,2
27123,2
27124,2
9883,2
2376,2
3838,1
1801,1
135,1
2103,1
2105,1
3527,1
2107,1
6666,1
8546,1
5037,1
8853,1
12800,1
11800,1
1234,1
12346,1
5858,1
3014,1
9851,1
7379,1
5222,1
5269,1
5347,1
5280,1
5281,1
22222,1
2501,1
3501,1
7500,1
8082,1
8075,1
1813,1
4041,1
1701,1
7002,1
4001,1
8086,1
873,1
53589,1
1123,1
8920,1
7878,1
9117,1
5081,1
7777,1
2055,1
1313,1
3500,1
5005,1
22340,1
22350,1
22353,1
6767,1
7860,1
9199,1
9099,1
9005,1
9223,1
10800,1
3565,1
9696,1
8190,1
8191,1
8188,1
51820,1
1667,1
33099,1
8020,1
5667,1
7125,1
16000,1
8053,1
19001,1
19011,1
7891,1
6000,1
13306,1
8059,1
8005,1
5445,1
61613,1
8787,1
4242,1
62062,1
9501,1
9993,1
8048,1
11334,1
2500,1
30105,1
30978,1
30979,1
9180,1
8066,1
9066,1
143,1
993,1
995,1
9002,1
9094,1
9115,1
25500,1
